battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
567,0,1.3,0,0,0,13,0.5,115,2,3,532,661,372,8,3,5,0,0,1,0
1127,1,2.0,1,4,0,24,0.6,140,4,9,427,1245,1420,7,4,9,1,1,1,1
1510,1,1.6,1,6,1,39,0.7,153,5,9,716,1006,2035,10,7,19,1,1,1,2
3292,1,2.5,1,13,1,32,0.9,144,6,17,1248,1561,3976,15,5,16,1,1,1,3
760,0,0.5,0,4,0,13,0.1,129,1,0,589,791,1048,6,3,5,0,1,0,0
1422,1,1.2,1,6,0,22,0.6,175,2,7,596,1033,1018,12,2,10,1,1,1,1
2044,1,2.4,1,11,1,31,0.9,174,5,8,799,1233,1934,9,5,15,1,1,1,2
2186,1,2.8,1,12,1,59,0.8,178,6,17,1181,1657,4061,19,4,14,1,1,1,3
659,0,0.6,0,4,0,9,0.1,114,1,1,175,527,997,12,4,8,0,0,0,0
1449,1,1.8,1,2,1,17,0.4,148,4,5,402,1297,1163,12,5,15,1,1,1,1
1887,1,1.5,1,12,1,45,0.7,195,4,13,965,1428,2342,15,5,17,1,1,1,2
2155,1,3.4,1,11,1,50,1.2,190,6,19,1161,1666,4055,15,4,19,1,1,1,3
965,1,1.0,1,3,0,9,0.3,120,1,7,191,474,1281,11,3,8,0,1,0,0
1261,1,1.3,1,3,1,24,0.7,124,2,9,885,1161,1388,8,2,9,1,1,1,1
2060,1,1.9,1,8,1,24,0.7,147,4,12,653,1312,2065,16,3,16,1,1,1,2
2374,1,2.7,1,14,1,36,1.2,158,6,12,1349,1589,3547,18,4,17,1,1,1,3
647,1,1.0,1,1,0,6,0.5,112,1,4,548,479,334,6,2,5,0,0,0,0
1021,1,1.0,1,5,1,20,0.5,126,2,7,802,1151,1090,14,2,16,1,1,1,1
1985,1,1.7,1,11,1,30,1.0,148,5,12,763,1527,2296,16,7,12,1,1,1,2
2332,1,3.5,1,11,1,61,1.4,156,6,18,1187,1911,3324,11,4,16,1,1,1,3
511,0,0.5,1,4,0,14,0.1,87,2,5,171,539,1118,12,5,14,0,0,0,0
1532,1,1.8,1,1,1,15,0.8,165,4,9,565,1222,1241,13,5,14,1,1,1,1
1806,1,1.6,1,10,1,16,0.8,134,5,10,716,1011,2131,13,3,11,1,1,1,2
2308,1,3.4,1,11,1,57,1.3,153,6,18,1187,1904,3974,13,7,18,1,1,1,3
973,1,0.5,1,0,0,11,0.1,93,1,2,286,502,1205,8,2,5,0,0,0,0
1457,1,1.5,1,6,0,21,0.5,176,2,4,734,835,1907,7,6,11,1,1,1,1
1906,1,1.8,1,6,1,29,0.8,171,5,10,1066,1307,2106,12,4,11,1,1,1,2
2818,1,3.2,1,14,1,35,1.4,193,7,12,1167,1993,3571,15,4,17,1,1,1,3
779,0,0.8,1,1,0,6,0.4,145,3,0,505,596,1202,12,4,14,0,0,0,0
1533,1,1.4,1,1,1,24,0.4,178,4,7,695,871,1455,7,6,16,1,1,1,1
2084,1,1.8,1,6,1,42,0.9,130,5,8,1042,1522,2992,12,7,15,1,1,1,2
3119,1,3.1,1,13,1,52,1.5,158,6,18,1153,1752,3329,17,5,17,1,1,1,3
541,0,0.5,0,3,0,13,0.3,82,3,0,376,868,1130,8,3,7,0,0,1,0
1014,1,1.8,1,1,1,9,0.6,130,4,6,467,1341,1665,10,6,17,1,1,1,1
1767,1,2.4,1,7,1,44,0.8,130,4,10,846,1003,2758,14,6,15,1,1,1,2
3429,1,2.8,1,14,1,59,1.0,189,6,14,1374,1549,3761,11,6,17,1,1,1,3
716,1,1.0,0,4,0,9,0.1,121,1,6,318,468,378,5,2,10,0,1,0,0
1528,1,1.4,1,5,1,17,0.7,167,4,8,644,1366,1040,12,6,14,1,1,1,1
1939,1,2.3,1,7,1,38,0.8,132,5,9,969,1065,2013,8,5,17,1,1,1,2
3211,1,3.3,1,14,1,52,1.0,155,7,14,1259,1900,3189,14,4,18,1,1,1,3
574,1,1.4,0,4,0,9,0.5,116,1,3,255,681,1177,11,3,14,0,1,0,0
1330,1,1.5,1,6,1,28,0.7,174,4,8,895,807,1838,7,5,8,1,1,1,1
1627,1,2.1,1,6,1,38,0.8,176,4,12,800,1368,2410,10,7,11,1,1,1,2
3482,1,3.1,1,12,1,45,1.2,171,6,18,1123,1953,3207,10,7,16,1,1,1,3
950,1,0.9,0,4,0,6,0.2,106,3,1,192,600,1148,7,2,7,0,0,0,0
1580,1,1.6,1,3,0,23,0.5,140,4,7,880,895,1345,9,3,8,1,1,1,1
2086,1,2.2,1,10,1,31,1.0,160,5,11,1038,1393,2814,9,5,18,1,1,1,2
3311,1,3.1,1,11,1,34,0.8,173,7,14,1191,1479,3590,18,5,12,1,1,1,3
686,0,0.9,0,3,0,7,0.6,110,3,5,350,811,359,6,5,14,0,1,0,0
1255,1,1.0,1,1,1,14,0.6,152,4,9,621,1232,1855,8,5,14,1,1,1,1
1460,1,2.2,1,8,1,40,0.8,181,4,13,927,1356,2779,8,5,12,1,1,1,2
2131,1,2.3,1,10,1,49,0.9,156,7,13,1053,1912,4073,19,4,13,1,1,1,3
591,0,0.7,0,1,0,8,0.6,146,2,2,482,548,496,9,2,12,0,1,1,0
1297,1,1.2,1,4,1,11,0.5,130,4,5,682,1187,1746,7,4,12,1,1,1,1
1934,1,2.1,1,7,1,25,0.7,165,5,10,983,1265,2070,17,5,17,1,1,1,2
2957,1,2.5,1,10,1,56,1.4,174,7,16,1385,1406,4092,19,4,15,1,1,1,3
704,1,0.8,1,4,0,7,0.4,84,3,5,214,561,1267,6,2,7,0,1,1,0
1200,1,1.4,1,4,1,15,0.6,126,3,7,895,1153,1640,16,4,14,1,1,1,1
1564,1,2.0,1,11,1,27,1.0,180,5,14,812,1337,2624,8,6,11,1,1,1,2
2762,1,2.4,1,11,1,33,1.0,198,6,14,1233,1484,3586,14,4,16,1,1,1,3
1080,0,0.9,0,4,0,11,0.1,119,2,4,244,818,747,13,3,7,0,0,1,0
1254,1,2.1,1,2,1,21,0.7,137,2,8,425,943,1670,11,4,8,1,1,1,1
2196,1,1.9,1,12,1,23,0.7,137,4,9,934,1368,2681,13,4,14,1,1,1,2
3435,1,2.5,1,12,1,56,1.1,153,6,17,1154,1838,3082,11,7,18,1,1,1,3
889,1,1.1,0,4,0,6,0.5,113,2,3,468,998,362,8,5,8,0,1,0,0
1213,1,1.8,1,1,0,28,0.7,171,3,6,873,1267,1953,15,2,9,1,1,1,1
1646,1,1.6,1,9,1,34,0.7,196,5,8,777,1004,2144,13,5,14,1,1,1,2
3478,1,3.2,1,13,1,49,1.0,187,7,16,1375,1508,3452,16,7,19,1,1,1,3
1029,1,0.5,1,0,0,13,0.4,147,2,6,498,428,1269,5,4,8,0,0,0,0
1573,1,1.3,1,1,1,29,0.4,147,3,5,740,1115,1468,11,5,15,1,1,1,1
1804,1,1.5,1,12,1,37,0.7,156,5,13,727,1587,2508,11,5,19,1,1,1,2
2891,1,2.2,1,11,1,34,0.8,147,7,18,1220,1619,3492,11,7,14,1,1,1,3
501,1,1.4,1,0,0,13,0.5,144,1,0,439,552,426,6,3,11,0,0,1,0
1102,1,2.0,1,6,0,21,0.6,140,2,5,822,1260,1288,10,3,8,1,1,1,1
2176,1,1.5,1,7,1,29,0.7,133,4,12,1096,1030,2912,17,7,16,1,1,1,2
2983,1,2.7,1,14,1,37,0.9,197,6,17,1235,1696,3305,15,7,16,1,1,1,3
790,1,0.6,0,0,0,14,0.3,80,3,3,453,825,1009,6,3,12,0,0,0,0
1243,1,1.4,1,4,0,21,0.7,161,3,5,610,1117,1209,8,6,15,1,1,1,1
2169,1,2.1,1,7,1,23,0.8,168,5,10,937,1343,2308,8,4,15,1,1,1,2
2145,1,3.2,1,11,1,43,1.4,197,7,16,1288,1737,4071,11,7,17,1,1,1,3
589,1,0.6,1,0,0,7,0.3,83,2,6,389,785,673,7,3,9,0,1,0,0
1342,1,1.4,1,4,0,20,0.5,175,4,8,889,821,1962,15,6,17,1,1,1,1
1888,1,2.2,1,5,1,38,0.8,134,5,12,759,1091,2383,16,3,14,1,1,1,2
2210,1,2.9,1,12,1,62,1.2,181,6,13,1019,1965,3573,17,5,19,1,1,1,3
978,0,1.4,1,0,0,13,0.3,140,1,4,381,571,703,5,2,5,0,0,0,0
1324,1,1.0,1,4,0,10,0.4,123,4,7,481,1322,1858,7,4,9,1,1,1,1
2012,1,1.8,1,9,1,24,0.8,139,4,10,1020,1316,2599,14,5,15,1,1,1,2
2231,1,3.0,1,12,1,61,0.7,191,6,12,1109,1466,3476,10,7,12,1,1,1,3
787,1,1.2,0,3,0,4,0.5,145,3,2,250,581,1031,10,3,12,0,0,0,0
1356,1,2.0,1,3,0,18,0.4,152,4,7,527,1093,1525,7,6,16,1,1,1,1
1716,1,2.2,1,10,1,28,1.0,143,5,13,1078,1055,2058,17,4,14,1,1,1,2
3437,1,3.2,1,13,1,34,1.1,172,6,15,1238,1534,3051,12,6,14,1,1,1,3
940,0,1.4,0,0,0,14,0.1,119,2,0,246,601,596,6,2,5,0,0,0,0
1159,1,1.9,1,5,0,24,0.6,123,4,9,423,1209,1848,15,2,10,1,1,1,1
1614,1,2.2,1,8,1,45,0.7,130,5,14,966,1081,2947,8,3,12,1,1,1,2
2656,1,2.8,1,13,1,53,0.8,177,6,15,1090,1723,4029,19,4,15,1,1,1,3
781,1,1.0,0,1,0,13,0.2,104,3,4,322,995,683,11,4,8,0,1,0,0
1381,1,1.2,1,3,0,27,0.4,139,4,4,605,1248,1381,15,6,14,1,1,1,1
2125,1,2.0,1,5,1,47,0.7,140,5,10,624,1395,2049,9,5,18,1,1,1,2
3090,1,3.4,1,12,1,47,1.4,174,7,13,1206,1807,3651,12,6,12,1,1,1,3
509,0,1.5,1,2,0,15,0.1,80,3,4,541,691,533,10,3,10,0,0,1,0
1206,1,1.4,1,3,1,20,0.7,127,3,6,610,1253,1491,6,2,10,1,1,1,1
1492,1,1.7,1,11,1,25,0.8,132,5,14,650,1500,1894,15,4,17,1,1,1,2
2525,1,2.7,1,12,1,51,1.3,176,7,18,1321,1899,3423,14,4,16,1,1,1,3
548,1,0.8,1,1,0,10,0.5,97,2,1,426,476,725,8,3,12,0,0,1,0
1455,1,2.0,1,4,1,18,0.7,157,2,4,627,1306,1529,11,3,13,1,1,1,1
1962,1,1.7,1,11,1,44,0.9,191,5,10,624,1412,2184,9,7,12,1,1,1,2
2788,1,3.0,1,13,1,46,1.3,177,7,19,1012,1765,3150,13,5,14,1,1,1,3
762,1,1.3,0,3,0,5,0.3,124,3,7,333,443,740,13,2,12,0,1,1,0
1438,1,1.2,1,5,1,22,0.6,141,2,4,633,849,1989,6,2,9,1,1,1,1
2154,1,2.2,1,11,1,37,0.7,151,5,10,676,1571,1894,14,4,13,1,1,1,2
2988,1,2.7,1,14,1,37,1.3,199,7,14,1024,1626,3423,17,5,16,1,1,1,3
1009,0,0.5,1,2,0,14,0.4,102,1,5,151,945,1227,14,5,11,0,1,1,0
1129,1,1.3,1,1,0,20,0.6,168,2,7,437,1276,1620,13,6,9,1,1,1,1
1471,1,2.2,1,11,1,47,0.8,159,4,8,694,1051,2489,16,6,16,1,1,1,2
3332,1,2.6,1,10,1,57,1.3,169,7,12,1033,1673,3889,18,4,12,1,1,1,3
606,1,0.5,0,1,0,10,0.6,138,2,6,199,868,960,14,5,14,0,1,1,0
1294,1,2.0,1,6,1,10,0.7,142,2,6,595,1095,1319,14,5,14,1,1,1,1
1923,1,2.0,1,9,1,35,1.0,195,5,9,1070,1337,2881,17,3,16,1,1,1,2
2303,1,3.3,1,12,1,47,1.2,164,6,18,1248,1415,3520,12,5,14,1,1,1,3
736,1,1.3,1,4,0,8,0.2,99,2,4,433,427,409,13,5,11,0,0,1,0
1338,1,1.5,1,1,0,13,0.6,135,3,5,468,1291,1885,8,5,13,1,1,1,1
2017,1,2.5,1,11,1,23,0.8,173,4,10,888,1553,2362,16,3,10,1,1,1,2
3390,1,2.4,1,13,1,56,0.9,161,7,12,1256,1453,3932,11,5,14,1,1,1,3
619,1,0.9,0,0,0,12,0.1,122,1,1,516,932,1108,10,2,9,0,0,0,0
1197,1,1.8,1,2,1,19,0.4,160,3,8,731,880,1165,8,4,13,1,1,1,1
1732,1,2.4,1,11,1,43,0.8,142,5,9,1004,1088,2734,13,6,14,1,1,1,2
2425,1,3.4,1,11,1,49,0.7,160,6,12,1186,1481,3146,17,6,14,1,1,1,3
789,1,0.9,0,0,0,15,0.2,140,2,4,359,659,523,5,5,9,0,0,1,0
1272,1,1.3,1,5,1,26,0.5,150,4,6,487,962,1158,8,4,17,1,1,1,1
1719,1,1.6,1,12,1,32,1.0,140,4,9,635,1523,2759,14,3,19,1,1,1,2
2718,1,2.9,1,11,1,49,1.2,163,7,19,1359,1665,3674,18,5,12,1,1,1,3
784,0,1.4,0,2,0,4,0.5,144,2,2,522,973,1154,13,2,12,0,0,0,0
1279,1,1.8,1,3,0,9,0.6,134,2,9,671,878,1627,8,6,10,1,1,1,1
2024,1,2.0,1,6,1,20,0.6,146,4,11,868,1465,2138,8,4,14,1,1,1,2
3394,1,3.3,1,12,1,54,1.3,157,6,19,1332,1929,3326,11,6,14,1,1,1,3
510,0,0.9,0,4,0,14,0.1,136,3,1,464,809,1001,12,2,9,0,0,0,0
1106,1,1.1,1,5,1,11,0.7,148,2,8,736,878,1176,10,6,9,1,1,1,1
1487,1,2.1,1,6,1,42,0.7,138,4,11,1038,1063,2084,11,7,16,1,1,1,2
2988,1,2.9,1,12,1,48,1.1,184,6,15,1185,1932,3577,16,6,16,1,1,1,3
998,1,1.0,0,3,0,6,0.1,128,2,3,294,743,546,9,4,9,0,1,0,0
1577,1,1.5,1,5,1,10,0.6,120,3,6,847,1125,1845,8,4,8,1,1,1,1
2091,1,2.4,1,11,1,35,0.9,185,5,12,846,1522,2538,12,3,14,1,1,1,2
2542,1,2.9,1,10,1,53,1.1,151,6,16,1206,1654,3791,16,7,16,1,1,1,3
1013,1,1.1,1,1,0,13,0.1,112,2,6,570,568,1019,13,3,13,0,0,0,0
1010,1,1.4,1,1,1,14,0.7,155,3,8,869,858,1008,15,2,12,1,1,1,1
1704,1,1.5,1,6,1,44,1.0,146,4,11,808,1267,2181,16,7,17,1,1,1,2
2075,1,3.0,1,11,1,39,1.3,180,6,14,1382,1528,3770,13,7,14,1,1,1,3
916,0,1.3,0,2,0,11,0.4,120,3,1,432,875,901,6,4,9,0,0,0,0
1016,1,2.0,1,1,0,14,0.5,169,4,6,445,1059,1060,14,5,13,1,1,1,1
1713,1,1.9,1,6,1,29,0.9,148,5,8,942,1151,2318,17,5,18,1,1,1,2
3131,1,3.2,1,14,1,47,1.0,192,6,14,1175,1938,3287,19,4,12,1,1,1,3
651,0,0.5,0,4,0,11,0.1,97,3,4,292,975,1116,6,3,11,0,0,1,0
1030,1,1.2,1,6,0,12,0.8,132,4,6,808,1372,1131,13,3,16,1,1,1,1
1788,1,2.3,1,10,1,24,0.7,146,4,8,920,1175,1913,8,7,10,1,1,1,2
2917,1,2.5,1,10,1,60,1.2,191,6,17,1177,1548,3626,10,6,13,1,1,1,3
694,1,0.8,1,0,0,13,0.3,87,1,1,186,704,593,12,4,14,0,0,0,0
1589,1,2.1,1,3,0,30,0.5,162,3,5,675,877,1702,13,4,14,1,1,1,1
1409,1,2.4,1,9,1,32,0.6,150,5,8,601,1315,2822,16,7,13,1,1,1,2
2247,1,2.9,1,11,1,42,1.3,140,7,16,1079,1457,3321,12,4,15,1,1,1,3
645,1,1.0,1,4,0,6,0.1,97,3,4,177,597,631,14,2,10,0,0,0,0
1108,1,1.8,1,6,0,8,0.5,138,4,7,736,1090,1031,14,4,11,1,1,1,1
1704,1,1.5,1,6,1,29,0.9,179,4,14,704,1226,2227,13,6,13,1,1,1,2
3160,1,2.4,1,11,1,63,0.9,176,7,16,1141,1404,3647,16,6,15,1,1,1,3
691,1,1.0,0,1,0,12,0.2,114,3,0,259,510,1255,5,3,14,0,0,1,0
1049,1,1.1,1,1,1,13,0.8,175,3,4,773,1332,1845,11,5,10,1,1,1,1
1406,1,2.0,1,9,1,31,0.9,156,4,13,981,1311,2267,10,6,11,1,1,1,2
3480,1,3.3,1,12,1,41,1.2,165,6,12,1119,1544,3402,17,5,15,1,1,1,3
581,0,0.6,1,4,0,8,0.4,86,1,0,409,599,600,8,2,10,0,1,1,0
1142,1,2.0,1,5,1,25,0.5,151,2,5,626,877,1042,7,2,16,1,1,1,1
1432,1,2.3,1,7,1,39,0.9,176,5,11,987,1154,2169,16,4,15,1,1,1,2
2234,1,3.5,1,14,1,39,1.0,197,6,18,1011,1694,3188,17,5,16,1,1,1,3
1068,1,1.3,0,4,0,14,0.5,126,3,5,453,565,1276,7,5,10,0,1,0,0
1313,1,1.4,1,5,0,15,0.7,178,3,6,563,874,1902,13,3,15,1,1,1,1
1647,1,1.6,1,7,1,18,1.0,182,4,13,796,1367,2796,10,6,13,1,1,1,2
2836,1,3.4,1,11,1,55,0.9,150,6,18,1039,1427,3931,11,6,12,1,1,1,3
975,0,0.8,0,3,0,12,0.4,83,2,6,164,808,813,7,4,13,0,0,0,0
1420,1,1.6,1,4,0,18,0.8,151,2,7,492,944,1401,6,3,11,1,1,1,1
1947,1,1.6,1,9,1,43,0.8,146,4,10,669,1186,1881,9,7,11,1,1,1,2
2195,1,3.4,1,14,1,61,1.3,153,7,17,1387,1929,3858,19,5,13,1,1,1,3
564,0,1.4,1,3,0,5,0.5,112,1,5,342,655,977,11,3,10,0,0,1,0
1262,1,1.5,1,2,0,21,0.8,122,3,9,865,1332,1667,6,2,11,1,1,1,1
1571,1,2.4,1,7,1,45,0.6,169,5,13,858,1531,2960,10,3,17,1,1,1,2
2249,1,3.4,1,11,1,59,0.8,161,7,15,1158,1738,3296,13,4,16,1,1,1,3
1064,0,1.2,1,3,0,11,0.5,127,2,3,450,672,1229,14,2,9,0,0,0,0
1411,1,1.8,1,2,1,14,0.7,135,4,6,769,983,1113,14,4,16,1,1,1,1
1811,1,2.4,1,12,1,32,0.7,144,5,13,696,1301,1865,14,4,18,1,1,1,2
2781,1,2.7,1,13,1,41,1.2,171,7,16,1210,1782,3792,12,5,16,1,1,1,3
511,1,0.7,0,0,0,7,0.4,143,1,4,396,785,669,14,4,12,0,1,0,0
1493,1,1.8,1,4,1,31,0.7,137,3,9,862,834,1798,13,4,12,1,1,1,1
1907,1,2.2,1,5,1,34,0.9,188,4,11,957,1561,2050,17,4,11,1,1,1,2
2652,1,3.0,1,10,1,52,1.1,155,7,14,1191,1760,3287,13,5,17,1,1,1,3
734,0,0.7,0,4,0,15,0.4,85,1,3,314,960,612,9,2,7,0,0,0,0
1577,1,1.6,1,4,1,8,0.4,120,2,4,496,802,1086,10,6,10,1,1,1,1
1513,1,2.3,1,12,1,28,0.7,152,5,9,770,1221,2920,12,3,13,1,1,1,2
3206,1,3.4,1,10,1,41,1.2,192,6,18,1197,1991,3851,13,5,17,1,1,1,3
1073,0,1.4,1,3,0,12,0.1,112,3,2,361,643,698,14,2,14,0,0,0,0
1438,1,1.3,1,4,1,21,0.4,172,4,5,692,1284,1398,9,4,12,1,1,1,1
1458,1,1.7,1,6,1,28,1.0,193,4,9,882,1296,2761,13,4,17,1,1,1,2
3372,1,3.2,1,11,1,60,1.2,165,7,15,1363,1705,3787,13,7,18,1,1,1,3
691,0,0.6,0,1,0,11,0.2,113,3,0,210,582,531,13,5,8,0,0,1,0
1307,1,1.4,1,2,0,30,0.7,145,2,8,845,1269,1573,16,6,15,1,1,1,1
1472,1,1.6,1,8,1,41,0.7,177,5,9,1085,1546,2415,17,3,10,1,1,1,2
2913,1,2.5,1,12,1,32,1.4,186,7,12,1306,1428,3903,14,6,18,1,1,1,3
685,0,0.6,1,2,0,11,0.2,131,1,2,231,792,1234,9,3,9,0,0,1,0
1524,1,2.1,1,2,0,15,0.6,131,4,6,813,1182,1523,6,2,10,1,1,1,1
1444,1,2.0,1,9,1,19,0.9,144,5,9,1082,1194,2862,13,7,15,1,1,1,2
2796,1,2.4,1,11,1,36,1.0,150,6,15,1203,1733,4082,10,4,19,1,1,1,3
1080,0,1.3,1,0,0,9,0.5,95,3,3,547,912,1131,9,3,11,0,0,0,0
1330,1,1.4,1,6,1,18,0.7,132,3,5,804,933,1842,7,4,12,1,1,1,1
1675,1,1.8,1,12,1,17,0.8,139,4,9,621,1541,1976,12,3,17,1,1,1,2
2284,1,2.3,1,12,1,42,0.7,192,6,16,1253,1789,3712,11,7,18,1,1,1,3
753,1,1.2,0,4,0,6,0.3,107,3,5,405,782,843,6,5,13,0,0,1,0
1101,1,1.9,1,1,1,12,0.4,156,4,8,741,1204,1967,8,2,8,1,1,1,1
1743,1,1.9,1,12,1,34,0.6,177,4,14,827,1069,2419,11,3,13,1,1,1,2
2607,1,2.7,1,12,1,59,1.2,160,6,13,1122,1610,3704,10,7,14,1,1,1,3
503,0,1.2,1,2,0,10,0.1,133,2,0,340,822,1080,6,4,5,0,0,0,0
1242,1,1.3,1,5,1,12,0.6,175,3,6,416,906,1082,13,3,14,1,1,1,1
1710,1,1.6,1,8,1,29,0.8,152,5,10,828,1570,2187,12,4,11,1,1,1,2
3261,1,3.4,1,11,1,63,0.9,193,7,13,1205,1790,3160,18,7,13,1,1,1,3
755,1,1.3,1,3,0,15,0.4,123,2,6,383,580,742,12,3,14,0,1,1,0
1232,1,2.1,1,6,0,22,0.4,157,3,9,610,1018,1452,6,4,17,1,1,1,1
1669,1,2.3,1,11,1,26,0.9,135,5,11,991,1361,1858,16,5,10,1,1,1,2
3016,1,2.8,1,14,1,62,1.3,147,6,17,1001,1864,3819,18,4,12,1,1,1,3
1048,0,1.5,0,3,0,15,0.1,142,1,1,159,855,901,12,5,14,0,0,1,0
1411,1,2.0,1,4,1,28,0.7,170,4,7,725,1054,1373,15,6,8,1,1,1,1
1771,1,1.5,1,11,1,26,0.8,193,4,14,609,1449,2401,16,4,16,1,1,1,2
2138,1,3.3,1,13,1,50,0.8,161,6,15,1396,1537,3325,13,4,17,1,1,1,3
705,1,0.7,0,2,0,14,0.1,85,1,2,333,691,1268,12,3,10,0,0,1,0
1340,1,1.9,1,1,1,27,0.7,121,4,5,810,1248,1400,16,5,9,1,1,1,1
1991,1,2.0,1,6,1,39,0.8,197,5,9,1005,1343,2999,12,4,10,1,1,1,2
2210,1,2.9,1,10,1,41,0.9,145,6,18,1031,1961,3239,11,7,18,1,1,1,3
665,0,0.7,1,4,0,8,0.1,83,2,2,359,847,928,12,3,14,0,0,0,0
1556,1,1.9,1,5,0,22,0.7,125,3,7,687,1337,1327,10,5,10,1,1,1,1
2148,1,2.3,1,9,1,30,0.8,179,4,9,614,1095,2804,9,7,18,1,1,1,2
2572,1,3.0,1,11,1,50,0.9,160,6,17,1306,1763,3451,18,5,17,1,1,1,3
907,1,1.4,1,3,0,14,0.4,94,2,3,358,652,374,9,4,5,0,0,0,0
1294,1,1.0,1,3,0,30,0.6,144,3,7,418,1398,1031,14,5,14,1,1,1,1
1951,1,1.9,1,6,1,31,0.7,138,4,8,811,1202,2238,15,6,14,1,1,1,2
3211,1,3.4,1,12,1,43,1.0,147,7,12,1247,1840,3480,16,4,16,1,1,1,3
1030,1,1.2,1,2,0,10,0.3,102,3,6,381,697,951,12,4,8,0,1,1,0
1594,1,1.4,1,5,0,18,0.4,154,2,6,430,1025,1705,13,3,14,1,1,1,1
2068,1,2.2,1,12,1,44,0.9,177,4,10,774,1138,1830,12,4,14,1,1,1,2
2276,1,2.9,1,14,1,51,1.0,193,6,18,1100,1560,3011,14,7,17,1,1,1,3
745,1,1.1,0,4,0,7,0.2,120,3,1,473,561,580,13,5,12,0,0,0,0
1020,1,2.0,1,5,0,23,0.7,175,2,9,588,819,1978,15,6,8,1,1,1,1
1635,1,2.3,1,11,1,28,0.8,176,5,10,664,1043,2877,15,3,19,1,1,1,2
3180,1,3.4,1,13,1,42,0.8,164,6,16,1305,1918,3918,18,6,16,1,1,1,3
843,1,0.9,1,2,0,12,0.3,92,3,5,374,866,924,7,3,6,0,0,0,0
1268,1,1.6,1,1,0,11,0.5,133,3,5,866,1146,1946,16,6,17,1,1,1,1
1816,1,1.8,1,8,1,30,1.0,150,5,12,894,1082,2205,14,3,18,1,1,1,2
3229,1,2.7,1,13,1,40,0.8,192,7,17,1056,1837,3486,14,4,14,1,1,1,3
641,1,0.5,0,2,0,13,0.3,142,2,1,599,435,532,6,5,13,0,0,1,0
1173,1,1.4,1,3,1,20,0.8,130,2,6,435,991,1162,12,4,12,1,1,1,1
1831,1,2.1,1,11,1,45,0.8,190,5,14,656,1401,2433,13,5,15,1,1,1,2
2292,1,2.5,1,10,1,52,0.9,145,6,19,1134,1950,3339,13,5,19,1,1,1,3
990,0,1.2,1,3,0,8,0.4,124,1,5,224,666,408,8,5,9,0,0,1,0
1501,1,1.9,1,2,1,14,0.7,161,4,7,410,1274,1734,10,2,11,1,1,1,1
1600,1,1.7,1,8,1,40,0.9,177,4,9,633,1331,2720,16,4,10,1,1,1,2
2681,1,2.8,1,11,1,54,0.8,193,7,13,1216,1899,3558,16,5,12,1,1,1,3
966,1,1.1,1,3,0,10,0.3,132,3,3,194,524,1076,9,2,13,0,0,0,0
1268,1,1.1,1,3,0,9,0.4,160,2,8,400,1082,1669,16,4,10,1,1,1,1
1648,1,2.0,1,5,1,34,0.8,142,4,10,940,1344,2414,13,4,10,1,1,1,2
3002,1,2.5,1,10,1,48,1.2,165,6,13,1053,1447,3144,19,5,17,1,1,1,3
732,0,1.0,0,1,0,5,0.4,113,2,5,354,663,861,6,4,7,0,0,1,0
1335,1,1.6,1,2,1,15,0.7,173,2,6,447,929,1539,10,4,17,1,1,1,1
1579,1,1.5,1,10,1,31,0.6,136,5,11,839,1425,2651,8,4,14,1,1,1,2
2713,1,3.1,1,10,1,44,1.2,146,6,18,1184,1427,3083,10,5,13,1,1,1,3
1091,1,0.9,0,1,0,10,0.1,103,2,5,152,881,941,6,4,13,0,0,1,0
1472,1,1.3,1,3,1,31,0.6,171,3,7,737,1155,1890,14,4,16,1,1,1,1
1772,1,2.2,1,12,1,43,0.7,173,5,12,796,1036,2671,17,7,11,1,1,1,2
2968,1,3.0,1,10,1,54,1.0,168,6,16,1338,1953,3054,19,6,18,1,1,1,3
528,0,1.4,0,1,0,6,0.3,143,2,5,338,595,317,12,5,8,0,1,0,0
1098,1,2.0,1,5,0,22,0.7,123,4,4,704,1025,1918,11,3,10,1,1,1,1
2123,1,1.6,1,6,1,33,0.9,188,4,14,880,1434,1872,10,4,11,1,1,1,2
2392,1,2.9,1,11,1,58,1.1,144,7,18,1071,1667,3716,10,4,14,1,1,1,3
811,1,1.4,1,3,0,14,0.4,114,1,5,173,840,1227,12,2,12,0,0,1,0
1365,1,1.3,1,2,1,14,0.5,169,3,5,717,831,1275,14,3,14,1,1,1,1
1972,1,1.5,1,11,1,40,0.8,158,5,9,824,1234,2297,13,7,17,1,1,1,2
2070,1,3.1,1,13,1,59,0.9,198,6,16,1044,1601,3624,16,4,18,1,1,1,3
711,0,1.1,0,4,0,15,0.4,140,2,1,351,731,1122,7,5,9,0,1,0,0
1370,1,2.1,1,6,1,9,0.5,133,2,6,431,1315,1063,9,6,17,1,1,1,1
2189,1,2.2,1,12,1,19,0.7,178,4,14,836,1023,2055,17,3,13,1,1,1,2
2074,1,3.5,1,10,1,48,0.9,140,7,19,1245,1757,4054,12,6,18,1,1,1,3
597,1,0.9,0,4,0,11,0.4,123,1,3,366,479,447,11,2,11,0,0,0,0
1500,1,1.6,1,2,0,8,0.7,176,2,9,743,944,1837,9,5,13,1,1,1,1
